pk,created_at,sentiment_noneu,sentiments_labels,bert_sentiment_labels,vader_sentiment_labels,distilbert_sentiment_labels,flair_sentiment_labels,roberta_sentiment_labels,sentistrength_sentiment_labels
664,24/04/2020 19:25,POS,POS,NEU,NEG,NEG,POS,NEG,NEG
665,24/04/2020 20:04,POS,POS,POS,POS,POS,POS,POS,POS
666,24/04/2020 20:08,POS,POS,POS,POS,POS,POS,POS,NEU
667,24/04/2020 20:14,POS,POS,POS,POS,POS,NEG,POS,POS
668,24/04/2020 21:48,NEG,NEU,NEU,POS,NEG,POS,NEG,NEU
669,25/04/2020 11:28,POS,NEU,POS,POS,POS,POS,POS,POS
670,25/04/2020 13:02,POS,POS,NEU,NEU,NEG,POS,POS,NEG
671,25/04/2020 16:10,POS,NEU,NEU,NEU,NEG,POS,POS,NEG
672,25/04/2020 17:24,NEG,NEG,NEU,NEU,NEG,NEG,NEG,NEU
673,25/04/2020 18:01,POS,POS,NEU,NEU,NEG,POS,NEG,NEG
674,25/04/2020 18:32,POS,POS,NEU,NEU,NEG,POS,POS,POS
675,25/04/2020 20:36,POS,POS,POS,POS,POS,POS,POS,POS
676,25/04/2020 20:41,POS,POS,POS,POS,POS,POS,POS,POS
677,25/04/2020 20:43,NEG,NEG,NEG,POS,NEG,NEG,NEG,POS
678,25/04/2020 21:06,NEG,NEG,POS,POS,POS,POS,POS,POS
679,25/04/2020 21:52,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEG
680,25/04/2020 23:51,POS,POS,POS,POS,POS,POS,POS,POS
681,26/04/2020 00:34,NEG,NEG,NEG,POS,NEG,NEG,NEG,POS
682,26/04/2020 13:30,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEG
683,26/04/2020 14:21,NEG,NEG,NEU,NEU,NEG,NEG,NEG,NEU
684,26/04/2020 16:19,NEG,NEU,POS,NEG,NEG,POS,POS,NEG
685,26/04/2020 16:34,POS,POS,POS,POS,NEG,POS,POS,POS
686,26/04/2020 18:32,POS,POS,POS,POS,POS,POS,POS,POS
687,26/04/2020 18:55,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
688,26/04/2020 19:29,POS,NEU,POS,POS,POS,POS,POS,NEU
689,27/04/2020 11:47,POS,POS,NEU,NEU,NEG,NEG,NEG,NEU
690,27/04/2020 11:53,POS,POS,POS,NEU,NEG,POS,POS,NEU
691,27/04/2020 12:06,POS,POS,POS,POS,NEG,POS,NEG,POS
692,27/04/2020 12:41,POS,NEU,NEU,POS,NEG,POS,NEG,NEU
693,27/04/2020 13:56,NEG,NEU,NEU,NEU,NEG,NEG,POS,NEU
694,27/04/2020 17:08,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEG
695,27/04/2020 20:28,POS,NEU,NEG,POS,NEG,NEG,POS,POS
696,28/04/2020 02:23,NEG,NEG,NEU,NEU,NEG,POS,NEG,NEU
697,28/04/2020 07:00,NEG,NEG,NEG,NEU,NEG,NEG,NEG,NEU
698,28/04/2020 08:03,POS,POS,NEU,NEU,NEG,POS,POS,POS
699,28/04/2020 08:11,POS,POS,NEU,NEU,NEG,NEG,NEG,NEU
700,28/04/2020 08:34,POS,POS,NEU,POS,POS,NEG,POS,NEG
701,28/04/2020 09:57,POS,POS,NEG,POS,NEG,NEG,POS,POS
702,28/04/2020 10:01,NEG,NEU,NEU,NEU,NEG,NEG,POS,NEG
703,28/04/2020 10:31,POS,POS,POS,POS,POS,POS,POS,POS
704,28/04/2020 12:24,POS,POS,POS,POS,POS,POS,POS,POS
705,28/04/2020 14:50,POS,POS,POS,POS,POS,POS,POS,POS
706,28/04/2020 16:07,NEG,NEG,NEG,NEU,NEG,NEG,NEG,NEG
707,28/04/2020 21:33,NEG,NEG,NEU,NEG,NEG,POS,POS,NEG
708,29/04/2020 00:30,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEG
709,29/04/2020 05:08,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEG
710,29/04/2020 08:25,NEG,NEG,NEU,POS,POS,POS,POS,NEU
711,29/04/2020 11:54,POS,POS,NEU,POS,NEG,NEG,POS,NEU
712,29/04/2020 12:09,POS,POS,POS,NEU,POS,POS,POS,NEU
713,29/04/2020 13:53,POS,POS,POS,POS,POS,POS,POS,POS
714,29/04/2020 16:16,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEU
715,29/04/2020 16:48,NEG,NEG,NEU,NEG,NEG,NEG,NEG,NEG
716,29/04/2020 17:26,NEG,NEG,NEG,NEU,NEG,NEG,NEG,NEG
717,29/04/2020 20:05,NEG,NEG,NEG,NEU,NEG,NEG,NEG,POS
718,29/04/2020 21:24,POS,POS,NEU,POS,NEG,POS,NEG,NEG
719,30/04/2020 05:38,POS,POS,POS,POS,POS,POS,POS,NEG
720,30/04/2020 06:00,POS,NEU,NEU,NEU,NEG,NEG,POS,NEU
721,30/04/2020 07:13,NEG,NEG,NEG,NEU,NEG,NEG,NEG,NEG
722,30/04/2020 07:26,POS,POS,POS,NEU,NEG,POS,POS,NEU
723,30/04/2020 07:58,POS,POS,POS,POS,POS,POS,POS,POS
724,30/04/2020 08:53,POS,POS,POS,POS,POS,POS,POS,NEU
725,30/04/2020 13:14,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
726,30/04/2020 13:53,POS,POS,POS,POS,POS,POS,POS,POS
727,30/04/2020 14:33,POS,POS,POS,POS,POS,POS,POS,POS
728,30/04/2020 15:52,NEG,NEG,NEG,NEG,NEG,NEG,NEG,POS
729,30/04/2020 16:04,POS,POS,POS,POS,POS,POS,POS,POS
730,30/04/2020 16:07,POS,POS,POS,POS,POS,POS,POS,POS
731,30/04/2020 19:11,POS,NEU,NEU,NEG,NEG,POS,POS,NEU
732,30/04/2020 21:44,POS,NEU,NEU,POS,POS,POS,NEG,NEU
733,01/05/2020 04:50,POS,POS,NEU,NEU,NEG,POS,POS,NEU
734,01/05/2020 10:34,NEG,NEG,NEG,POS,NEG,NEG,NEG,POS
735,01/05/2020 10:55,POS,POS,POS,POS,POS,POS,POS,POS
736,01/05/2020 11:09,NEG,NEG,NEU,NEG,NEG,POS,NEG,POS
737,01/05/2020 15:36,POS,POS,POS,POS,POS,POS,POS,POS
738,01/05/2020 16:53,NEG,NEU,NEU,NEG,NEG,NEG,NEG,NEG
739,01/05/2020 17:38,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
740,02/05/2020 00:24,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEG
741,02/05/2020 08:39,NEG,NEG,NEU,NEG,NEG,NEG,NEG,NEG
742,02/05/2020 08:44,POS,POS,NEU,NEU,NEG,NEG,NEG,NEU
743,02/05/2020 10:18,POS,POS,POS,POS,POS,POS,POS,NEU
744,02/05/2020 11:42,POS,POS,POS,POS,POS,POS,POS,POS
745,02/05/2020 17:02,NEG,NEU,NEU,POS,NEG,NEG,POS,POS
746,02/05/2020 18:52,POS,POS,POS,POS,POS,POS,POS,POS
747,02/05/2020 19:41,POS,POS,NEU,NEU,NEG,POS,NEG,POS
748,02/05/2020 19:43,POS,POS,NEU,NEU,NEG,POS,POS,POS
749,02/05/2020 19:44,POS,POS,POS,NEU,NEG,POS,POS,POS
750,02/05/2020 20:38,POS,NEU,NEU,POS,NEG,NEG,POS,POS
751,02/05/2020 21:13,NEG,NEG,NEG,POS,NEG,NEG,NEG,POS
752,02/05/2020 21:45,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEU
753,02/05/2020 22:12,NEG,NEG,NEU,POS,NEG,NEG,NEG,POS
754,03/05/2020 05:43,POS,POS,NEU,NEU,NEG,NEG,NEG,NEU
755,03/05/2020 09:46,POS,POS,NEG,POS,NEG,NEG,NEG,NEG
756,03/05/2020 10:03,NEG,NEG,NEG,NEG,NEG,NEG,NEG,POS
757,03/05/2020 14:55,POS,POS,NEU,NEG,NEG,POS,NEG,NEU
758,03/05/2020 14:56,POS,POS,POS,POS,NEG,POS,POS,POS
759,03/05/2020 15:59,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
760,03/05/2020 16:11,NEG,NEU,NEU,NEU,NEG,NEG,NEG,NEU
761,03/05/2020 17:28,POS,POS,NEU,POS,NEG,NEG,POS,NEU
762,03/05/2020 18:38,POS,POS,POS,POS,NEG,POS,NEG,POS
763,03/05/2020 18:39,POS,POS,POS,NEU,NEG,POS,NEG,NEU
764,03/05/2020 20:11,POS,POS,POS,POS,POS,POS,POS,NEU
765,03/05/2020 21:53,NEG,NEG,NEU,NEG,NEG,NEG,NEG,NEG
766,04/05/2020 05:55,NEG,NEG,NEU,NEU,POS,POS,POS,NEU
767,04/05/2020 09:04,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
768,04/05/2020 09:59,POS,POS,POS,POS,POS,POS,POS,POS
769,04/05/2020 10:49,NEG,NEG,NEU,POS,POS,POS,NEG,POS
770,04/05/2020 11:07,NEG,NEG,NEG,NEU,NEG,NEG,NEG,NEG
771,04/05/2020 11:12,POS,POS,NEU,POS,NEG,NEG,POS,POS
772,04/05/2020 12:54,NEG,NEU,NEU,NEU,NEG,NEG,NEG,NEU
773,04/05/2020 14:20,POS,POS,NEU,NEU,NEG,POS,NEG,NEG
774,04/05/2020 17:53,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEG
775,04/05/2020 19:40,POS,POS,NEU,NEU,NEG,POS,NEG,NEU
776,04/05/2020 20:43,NEG,NEG,NEG,NEU,NEG,NEG,NEG,NEU
777,04/05/2020 20:47,POS,NEU,NEU,POS,NEG,NEG,NEG,NEG
778,04/05/2020 21:01,NEG,NEU,NEG,NEG,NEG,NEG,NEG,NEG
779,04/05/2020 21:35,NEG,NEG,POS,NEG,POS,POS,POS,NEG
780,04/05/2020 21:59,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
781,05/05/2020 06:14,POS,NEU,NEU,NEU,NEG,POS,NEG,NEU
782,05/05/2020 07:47,POS,POS,NEU,NEU,NEG,POS,POS,NEU
783,05/05/2020 10:36,NEG,NEU,NEU,NEG,NEG,NEG,POS,POS
784,05/05/2020 10:45,NEG,NEG,NEG,POS,POS,POS,POS,NEU
785,05/05/2020 12:47,NEG,NEG,NEG,NEU,NEG,NEG,NEG,NEU
786,05/05/2020 13:49,POS,POS,POS,POS,NEG,POS,POS,NEG
787,05/05/2020 16:17,POS,POS,POS,POS,POS,POS,POS,POS
788,05/05/2020 16:53,NEG,NEG,NEU,POS,NEG,NEG,NEG,POS
789,05/05/2020 17:45,NEG,NEG,NEG,NEG,NEG,NEG,NEG,POS
790,05/05/2020 21:30,POS,NEU,POS,NEU,NEG,POS,POS,POS
791,06/05/2020 00:12,NEG,NEG,NEU,NEU,POS,POS,POS,NEU
792,06/05/2020 07:57,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEU
793,06/05/2020 10:20,POS,POS,NEU,NEU,NEG,POS,NEG,NEU
794,06/05/2020 11:41,NEG,NEG,NEG,NEG,NEG,POS,POS,NEU
795,06/05/2020 11:56,POS,POS,NEU,POS,NEG,POS,NEG,NEU
796,06/05/2020 12:55,POS,POS,NEU,POS,POS,POS,POS,NEU
797,06/05/2020 17:05,NEG,NEG,NEG,POS,NEG,NEG,NEG,POS
798,06/05/2020 22:36,POS,POS,POS,NEU,POS,POS,POS,POS
799,07/05/2020 06:41,NEG,NEG,NEG,POS,POS,POS,POS,POS
800,07/05/2020 09:40,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEU
801,07/05/2020 10:34,POS,POS,POS,NEU,NEG,POS,POS,NEU
802,07/05/2020 11:12,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
803,07/05/2020 11:22,POS,NEU,NEU,NEU,NEG,NEG,POS,NEU
804,07/05/2020 13:51,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
805,07/05/2020 14:31,NEG,NEU,NEG,NEG,NEG,NEG,NEG,NEG
806,07/05/2020 16:24,NEG,NEG,NEU,POS,NEG,POS,NEG,POS
807,07/05/2020 19:03,POS,POS,POS,POS,POS,POS,POS,POS
808,07/05/2020 21:00,POS,POS,NEU,POS,POS,POS,POS,POS
809,08/05/2020 07:02,NEG,NEG,NEG,NEU,NEG,NEG,NEG,NEU
810,08/05/2020 08:25,POS,POS,NEG,POS,POS,POS,NEG,POS
811,08/05/2020 10:22,NEG,NEG,NEU,NEG,NEG,NEG,NEG,NEG
812,08/05/2020 11:04,NEG,NEU,NEU,NEU,NEG,NEG,NEG,NEU
813,08/05/2020 12:49,POS,POS,NEU,NEG,NEG,POS,POS,NEG
814,08/05/2020 13:50,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
815,08/05/2020 15:21,POS,POS,POS,POS,POS,POS,POS,POS
816,08/05/2020 15:26,POS,POS,NEG,NEU,NEG,POS,NEG,NEG
817,08/05/2020 16:28,POS,NEU,NEU,POS,POS,POS,POS,NEU
818,08/05/2020 17:10,POS,NEU,NEU,NEU,NEG,POS,POS,NEU
819,08/05/2020 17:19,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
820,08/05/2020 17:43,NEG,NEG,NEU,POS,NEG,POS,NEG,NEU
821,09/05/2020 02:32,NEG,NEG,NEU,NEG,NEG,POS,POS,NEG
822,09/05/2020 12:08,NEG,NEG,POS,POS,POS,POS,POS,POS
823,09/05/2020 15:37,NEG,NEG,NEG,NEG,NEG,POS,POS,NEG
824,09/05/2020 20:14,POS,NEU,NEU,POS,POS,NEG,POS,NEG
825,10/05/2020 07:23,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEU
826,10/05/2020 08:28,POS,NEU,NEU,NEU,NEG,NEG,NEG,NEG
827,10/05/2020 09:33,POS,NEU,POS,POS,POS,POS,POS,NEG
828,10/05/2020 11:31,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
829,10/05/2020 12:27,NEG,NEG,NEU,NEG,NEG,NEG,NEG,NEG
830,10/05/2020 18:14,POS,POS,NEU,POS,NEG,NEG,POS,NEU
831,10/05/2020 18:19,NEG,NEG,NEG,NEU,NEG,NEG,NEG,NEG
832,10/05/2020 18:38,NEG,NEG,NEG,NEU,NEG,POS,NEG,POS
833,10/05/2020 21:03,NEG,NEG,NEU,NEU,NEG,NEG,NEG,NEU
834,10/05/2020 21:07,POS,POS,POS,POS,POS,POS,NEG,NEU
835,10/05/2020 21:36,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
836,10/05/2020 21:50,NEG,NEU,NEU,NEU,NEG,POS,POS,NEU
837,11/05/2020 09:21,NEG,NEG,NEG,NEU,NEG,NEG,NEG,NEU
838,11/05/2020 09:59,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEU
839,11/05/2020 15:21,NEG,NEG,NEG,NEG,NEG,POS,NEG,NEU
840,11/05/2020 17:32,POS,POS,POS,POS,POS,POS,POS,POS
841,11/05/2020 20:07,POS,NEU,NEU,NEU,NEG,POS,NEG,NEU
842,11/05/2020 23:00,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEG
843,12/05/2020 07:35,NEG,NEG,NEG,NEG,NEG,NEG,NEG,POS
844,12/05/2020 11:24,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
845,12/05/2020 17:59,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
846,12/05/2020 18:11,POS,NEU,NEU,NEU,NEG,POS,POS,NEU
847,12/05/2020 18:54,NEG,NEU,NEU,NEU,NEG,POS,NEG,NEU
848,12/05/2020 21:07,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
849,13/05/2020 09:39,POS,NEU,POS,NEU,NEG,POS,POS,POS
850,13/05/2020 12:36,POS,POS,POS,POS,POS,POS,NEG,POS
851,13/05/2020 15:53,POS,NEU,NEU,NEG,NEG,NEG,POS,NEG
852,13/05/2020 15:54,NEG,NEG,NEG,NEU,POS,NEG,NEG,NEU
853,13/05/2020 16:04,POS,POS,POS,POS,NEG,POS,POS,POS
854,13/05/2020 16:06,POS,NEU,NEU,POS,POS,POS,POS,NEG
855,13/05/2020 17:28,POS,POS,POS,NEG,POS,POS,POS,NEU
856,13/05/2020 18:18,POS,POS,POS,POS,NEG,POS,POS,NEU
857,13/05/2020 20:24,NEG,NEG,NEU,POS,NEG,NEG,NEG,NEU
858,14/05/2020 08:04,POS,POS,NEU,NEU,NEG,NEG,POS,POS
859,14/05/2020 08:41,POS,POS,POS,POS,POS,POS,POS,POS
860,14/05/2020 10:16,POS,POS,POS,POS,POS,POS,POS,POS
861,14/05/2020 12:42,POS,POS,POS,POS,POS,POS,POS,NEU
862,14/05/2020 15:54,POS,POS,POS,POS,NEG,POS,POS,POS
863,14/05/2020 16:16,NEG,NEG,NEU,NEU,NEG,NEG,NEG,POS
864,14/05/2020 16:29,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEU
865,14/05/2020 20:28,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
866,15/05/2020 08:26,POS,NEU,NEU,NEU,NEG,NEG,NEG,NEU
867,15/05/2020 09:42,NEG,NEG,NEU,NEU,NEG,NEG,NEG,NEU
868,15/05/2020 14:37,POS,POS,POS,POS,POS,POS,POS,POS
869,15/05/2020 16:49,POS,POS,POS,POS,NEG,POS,POS,POS
870,15/05/2020 18:28,NEG,NEG,NEU,NEU,NEG,POS,POS,NEU
871,15/05/2020 20:14,NEG,NEG,NEU,NEG,NEG,NEG,NEG,NEU
872,16/05/2020 08:50,NEG,NEG,NEU,NEG,NEG,POS,NEG,NEG
873,16/05/2020 09:56,NEG,NEU,POS,POS,POS,POS,POS,POS
874,16/05/2020 11:53,POS,POS,NEG,NEG,NEG,NEG,NEG,NEG
875,16/05/2020 11:53,NEG,NEG,POS,NEG,NEG,POS,POS,NEG
876,16/05/2020 15:22,POS,POS,NEU,POS,NEG,NEG,NEG,NEU
877,16/05/2020 16:04,POS,POS,POS,POS,POS,POS,POS,POS
878,16/05/2020 16:34,POS,POS,POS,POS,POS,POS,POS,POS
879,16/05/2020 16:56,NEG,NEG,NEU,POS,POS,NEG,NEG,NEG
880,16/05/2020 17:38,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
881,16/05/2020 19:51,POS,POS,NEU,NEU,NEG,NEG,NEG,NEU
882,17/05/2020 07:11,NEG,NEG,NEU,NEU,NEG,POS,POS,NEU
883,17/05/2020 07:16,NEG,NEG,NEU,NEU,POS,POS,POS,NEU
884,17/05/2020 07:51,POS,POS,NEU,NEU,NEG,POS,POS,POS
885,17/05/2020 09:27,POS,POS,POS,POS,POS,POS,POS,POS
886,17/05/2020 12:30,NEG,NEU,NEU,NEU,NEG,POS,POS,NEU
887,17/05/2020 13:16,POS,NEU,NEU,NEG,NEG,POS,POS,NEG
888,17/05/2020 21:33,POS,NEU,NEU,NEU,NEG,NEG,NEG,NEU
889,18/05/2020 00:22,POS,NEU,POS,NEU,NEG,NEG,NEG,POS
890,18/05/2020 08:20,NEG,NEG,NEU,NEU,POS,POS,POS,NEG
891,18/05/2020 09:25,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEG
892,18/05/2020 09:47,POS,NEU,NEU,POS,NEG,POS,POS,POS
893,18/05/2020 11:28,NEG,NEG,NEG,NEG,NEG,NEG,NEG,POS
894,18/05/2020 11:52,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
895,18/05/2020 14:04,NEG,NEG,NEU,NEU,NEG,POS,POS,NEG
896,18/05/2020 14:04,POS,POS,NEG,NEG,NEG,NEG,NEG,NEU
897,18/05/2020 14:29,POS,POS,POS,POS,POS,POS,POS,POS
898,18/05/2020 15:01,POS,NEU,NEU,NEU,NEG,NEG,NEG,POS
899,18/05/2020 15:07,POS,POS,POS,POS,POS,POS,POS,POS
900,18/05/2020 15:18,NEG,NEG,NEU,POS,NEG,NEG,NEG,NEG
901,18/05/2020 16:33,NEG,NEU,NEG,NEU,NEG,NEG,NEG,NEU
902,18/05/2020 16:52,POS,POS,NEU,POS,NEG,NEG,NEG,POS
903,18/05/2020 17:21,POS,POS,POS,POS,POS,POS,POS,POS
904,18/05/2020 17:24,NEG,NEG,NEG,NEU,NEG,NEG,NEG,NEU
905,18/05/2020 18:41,POS,POS,POS,POS,NEG,POS,POS,POS
906,18/05/2020 21:17,NEG,NEU,NEU,POS,NEG,NEG,NEG,POS
907,19/05/2020 00:05,NEG,NEG,POS,NEG,NEG,NEG,NEG,NEU
908,19/05/2020 05:38,POS,POS,POS,POS,NEG,POS,POS,POS
909,19/05/2020 08:10,POS,NEU,POS,POS,NEG,POS,POS,NEU
910,19/05/2020 09:33,POS,POS,POS,POS,NEG,POS,POS,POS
911,19/05/2020 09:52,POS,NEU,NEU,POS,POS,POS,POS,NEG
912,19/05/2020 11:54,NEG,NEU,NEU,POS,NEG,NEG,NEG,NEG
913,19/05/2020 18:07,POS,POS,POS,POS,POS,POS,POS,POS
914,20/05/2020 07:08,NEG,NEU,NEG,POS,NEG,NEG,NEG,NEU
915,20/05/2020 10:22,POS,POS,POS,POS,POS,POS,POS,NEG
916,20/05/2020 13:37,POS,POS,NEU,NEU,NEG,POS,POS,POS
917,20/05/2020 15:18,POS,POS,POS,POS,POS,POS,POS,POS
918,20/05/2020 16:55,POS,POS,NEU,NEU,NEG,NEG,POS,NEU
919,20/05/2020 17:13,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
920,20/05/2020 17:48,NEG,NEG,NEU,POS,NEG,POS,POS,POS
921,20/05/2020 20:07,POS,POS,POS,NEG,POS,POS,POS,POS
922,21/05/2020 08:31,NEG,NEG,NEG,NEG,NEG,POS,NEG,NEU
923,21/05/2020 10:44,POS,POS,NEU,POS,POS,POS,POS,NEU
924,21/05/2020 12:01,NEG,NEG,POS,POS,POS,POS,POS,POS
925,21/05/2020 12:37,POS,POS,NEU,NEU,NEG,NEG,NEG,POS
926,21/05/2020 12:56,NEG,NEG,POS,POS,NEG,NEG,POS,POS
927,21/05/2020 13:46,POS,POS,POS,POS,NEG,POS,POS,POS
928,21/05/2020 15:42,POS,POS,NEU,NEU,NEG,NEG,POS,POS
929,21/05/2020 18:14,NEG,NEG,NEU,NEU,NEG,NEG,NEG,POS
930,21/05/2020 19:16,NEG,NEG,NEU,POS,POS,NEG,NEG,POS
931,21/05/2020 19:40,NEG,NEG,POS,POS,POS,NEG,NEG,POS
932,21/05/2020 21:15,POS,POS,POS,POS,NEG,NEG,NEG,NEU
933,22/05/2020 00:34,NEG,NEG,NEG,NEG,NEG,POS,NEG,NEG
934,22/05/2020 01:18,NEG,NEG,NEU,NEG,NEG,NEG,NEG,NEG
935,22/05/2020 12:23,NEG,NEG,NEU,POS,NEG,NEG,NEG,NEU
936,22/05/2020 14:01,POS,POS,POS,POS,POS,POS,POS,NEG
937,22/05/2020 14:48,NEG,NEG,NEG,NEU,NEG,NEG,NEG,POS
938,22/05/2020 14:57,NEG,NEG,NEG,NEG,NEG,POS,NEG,NEU
939,22/05/2020 15:51,NEG,NEG,NEG,NEU,NEG,NEG,NEG,NEG
940,22/05/2020 18:38,POS,NEU,NEU,NEU,NEG,POS,POS,NEU
941,22/05/2020 19:19,POS,POS,POS,POS,POS,POS,POS,POS
942,22/05/2020 19:22,NEG,NEG,POS,POS,POS,POS,POS,POS
943,22/05/2020 20:26,NEG,NEG,POS,POS,POS,POS,POS,POS
944,22/05/2020 21:15,NEG,NEG,NEU,NEG,NEG,NEG,NEG,NEG
945,23/05/2020 00:51,POS,POS,NEU,POS,NEG,POS,POS,NEU
946,23/05/2020 07:01,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEG
947,23/05/2020 09:17,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEG
948,23/05/2020 11:11,NEG,NEG,NEU,POS,POS,POS,POS,NEU
949,23/05/2020 12:22,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
950,23/05/2020 13:03,NEG,NEG,NEU,POS,NEG,POS,NEG,POS
951,23/05/2020 18:18,NEG,NEG,NEG,NEU,NEG,NEG,NEG,NEU
952,23/05/2020 18:32,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
953,23/05/2020 21:04,POS,POS,NEU,NEU,NEG,POS,NEG,NEU
954,23/05/2020 22:11,POS,POS,POS,POS,NEG,POS,POS,POS
955,23/05/2020 22:33,POS,POS,POS,POS,POS,POS,POS,POS
956,24/05/2020 06:35,NEG,NEU,NEU,NEU,POS,POS,POS,NEG
957,24/05/2020 09:59,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEG
958,24/05/2020 13:09,POS,POS,NEU,POS,NEG,POS,POS,POS
959,24/05/2020 13:45,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
960,24/05/2020 14:23,POS,POS,NEU,NEG,POS,POS,POS,NEU
961,24/05/2020 16:06,POS,POS,NEU,POS,POS,POS,NEG,POS
962,24/05/2020 16:42,POS,POS,NEU,NEU,NEG,POS,NEG,NEU
963,24/05/2020 17:08,POS,POS,POS,POS,POS,POS,POS,NEU
964,24/05/2020 17:56,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEU
965,24/05/2020 17:57,NEG,NEG,NEU,NEU,NEG,NEG,NEG,NEU
966,24/05/2020 20:07,NEG,NEG,NEU,POS,NEG,POS,NEG,NEU
967,24/05/2020 21:50,POS,POS,NEG,NEG,POS,POS,POS,NEU
968,24/05/2020 21:56,POS,POS,POS,POS,POS,POS,POS,NEU
969,24/05/2020 22:34,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEG
970,24/05/2020 22:58,POS,POS,NEU,NEU,NEG,POS,POS,NEU
971,25/05/2020 07:38,POS,POS,POS,POS,POS,POS,POS,POS
972,25/05/2020 08:02,NEG,NEG,NEG,NEU,NEG,NEG,NEG,POS
973,25/05/2020 08:45,POS,POS,POS,NEU,NEG,POS,NEG,NEU
974,25/05/2020 15:42,NEG,NEG,NEG,POS,NEG,NEG,NEG,POS
975,25/05/2020 15:47,NEG,NEG,NEU,NEU,NEG,NEG,NEG,NEG
976,25/05/2020 17:10,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
977,25/05/2020 18:13,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEU
978,25/05/2020 18:59,NEG,NEG,NEU,NEU,NEG,NEG,POS,NEU
979,25/05/2020 22:23,NEG,NEG,NEG,NEU,NEG,NEG,NEG,NEG
980,26/05/2020 06:26,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
981,26/05/2020 06:37,POS,POS,NEU,NEU,NEG,NEG,POS,POS
982,26/05/2020 07:21,NEG,NEG,POS,POS,POS,POS,POS,POS
983,26/05/2020 10:58,POS,POS,NEU,NEU,NEG,POS,POS,NEU
984,26/05/2020 12:03,NEG,NEU,POS,POS,NEG,POS,POS,POS
985,26/05/2020 17:16,NEG,NEG,NEU,POS,NEG,NEG,NEG,POS
986,27/05/2020 09:38,POS,POS,POS,POS,POS,POS,POS,POS
987,27/05/2020 14:56,POS,POS,POS,POS,POS,POS,POS,NEU
988,27/05/2020 15:38,POS,POS,POS,POS,POS,POS,POS,POS
989,27/05/2020 15:53,NEG,NEG,NEU,NEU,NEG,NEG,NEG,NEU
990,27/05/2020 17:39,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEU
991,27/05/2020 18:08,POS,NEU,POS,POS,NEG,POS,POS,POS
992,27/05/2020 18:38,POS,POS,NEU,NEU,NEG,NEG,POS,POS
993,27/05/2020 19:22,POS,NEU,NEU,POS,POS,POS,POS,NEU
994,28/05/2020 08:24,NEG,NEG,POS,POS,NEG,NEG,NEG,NEG
995,28/05/2020 10:15,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
996,28/05/2020 10:46,NEG,NEG,POS,POS,POS,POS,POS,NEU
